CA,AA,CB,AB,DOM,INT,PRED,ZA,ZB,TA,TB,AT
PNT+PT+ANT,El Coloso Salvaje,PNT+PT+ANT,El Coloso Salvaje,=,=,@EQUIL El Coloso Salvaje y El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_C, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,
PNT+PT+ANT,El Coloso Salvaje,PT+ANT+PNT,El Bárbaro del Octágono,A,=,@EQUIL El Coloso Salvaje y El Bárbaro del Octágono.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_B, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,
PNT+PT+ANT,El Coloso Salvaje,PT+PNT+ANT,El Titán Silencioso,A,=,@EQUIL El Coloso Salvaje y El Titán Silencioso.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_A, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,
PT+ANT+PNT,El Bárbaro del Octágono,ANT,El Depredador,B,VA,@VENT_LIG El Depredador.,"@ZK_C, @ZK_B, @ZK_A",@ZK_B,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Depredador @ZB_ACT,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,AT,El Estratega,A,=,@EQUIL El Bárbaro del Octágono y El Estratega.,"@ZK_C, @ZK_B, @ZK_A",@ZK_D,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Estratega @ZD_TEC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,PNT,El Escudo,A,=,@EQUIL El Bárbaro del Octágono y El Escudo.,"@ZK_C, @ZK_B, @ZK_A",@ZK_A,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Escudo @ZR_DEF,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,PT,El Francotirador,A,VL,@VENT_LIG El Bárbaro del Octágono.,"@ZK_C, @ZK_B, @ZK_A",@ZK_C,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Francotirador @ZC_PREC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,ANT+AT,El Vendaval,B,VL,@VENT_LIG El Vendaval.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Vendaval @ZB_ACT y El Vendaval @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,AT+ANT,El Huracán,B,VL,@VENT_LIG El Huracán.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Huracán @ZD_TEC y El Huracán @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,AT+PNT,El Guardián,A,=,@EQUIL El Bárbaro del Octágono y El Guardián.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Guardián @ZD_TEC y El Guardián @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,AT+PT,El Cirujano,A,=,@EQUIL El Bárbaro del Octágono y El Cirujano.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Cirujano @ZD_TEC y El Cirujano @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,PNT+AT,El Bastión Técnico,A,=,@EQUIL El Bárbaro del Octágono y El Bastión Técnico.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,PT+AT,El Maestro del Pulso,A,VL,@VENT_LIG El Bárbaro del Octágono.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,ANT+PNT,La Bestia,B,VL,@VENT_LIG La Bestia.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,La Bestia @ZB_ACT y La Bestia @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,ANT+PT,El Castigador,B,VL,@VENT_LIG El Castigador.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Castigador @ZB_ACT y El Castigador @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,PNT+ANT,El Feral,B,VL,@VENT_LIG El Feral.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Feral @ZR_DEF y El Feral @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,PT+ANT,El Demoledor Silencioso,B,=,@EQUIL El Bárbaro del Octágono y El Demoledor Silencioso.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Demoledor Silencioso @ZC_PREC y El Demoledor Silencioso @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,PNT+PT,El Ancla,A,=,@EQUIL El Bárbaro del Octágono y El Ancla.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Ancla @ZR_DEF y El Ancla @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,PT+PNT,La Muralla,A,VL,@VENT_LIG El Bárbaro del Octágono.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,La Muralla @ZC_PREC y La Muralla @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+ANT+PNT,El Bárbaro del Octágono,ANT+AT+PNT,El Coloso del Centro,B,VL,@VENT_LIG El Coloso del Centro.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_D, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Coloso del Centro @ZB_ACT y El Coloso del Centro @ZD_TEC y El Coloso del Centro @ZR_DEF,
PT+ANT+PNT,El Bárbaro del Octágono,ANT+AT+PT,El Estratega Salvaje,B,VL,@VENT_LIG El Estratega Salvaje.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_D, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,
PT+ANT+PNT,El Bárbaro del Octágono,ANT+PNT+AT,,B,VL,@VENT_LIG nan.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_A, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,
PT+ANT+PNT,El Bárbaro del Octágono,ANT+PT+AT,El Incursor,B,=,@EQUIL El Bárbaro del Octágono y El Incursor.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_C, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,
PT+ANT+PNT,El Bárbaro del Octágono,AT+ANT+PNT,El Inquebrantable,B,=,@EQUIL El Bárbaro del Octágono y El Inquebrantable.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_B, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,
PT+ANT+PNT,El Bárbaro del Octágono,AT+ANT+PT,El Arquitecto del Caos,B,=,@EQUIL El Bárbaro del Octágono y El Arquitecto del Caos.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_B, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,
PT+ANT+PNT,El Bárbaro del Octágono,AT+PNT+ANT,El León Técnico,B,=,@EQUIL El Bárbaro del Octágono y El León Técnico.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_A, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,
PT+ANT+PNT,El Bárbaro del Octágono,AT+PNT+PT,El Guerrero del Muro,A,=,@EQUIL El Bárbaro del Octágono y El Guerrero del Muro.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_A, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Guerrero del Muro @ZD_TEC y El Guerrero del Muro @ZR_DEF y El Guerrero del Muro @ZC_PREC,
PT+ANT+PNT,El Bárbaro del Octágono,AT+PT+ANT,El Alquimista del Ritmo,B,=,@EQUIL El Bárbaro del Octágono y El Alquimista del Ritmo.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_C, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Alquimista del Ritmo @ZD_TEC y El Alquimista del Ritmo @ZC_PREC y El Alquimista del Ritmo @ZB_ACT,
PT+ANT+PNT,El Bárbaro del Octágono,AT+PT+PNT,El Sabio de Hierro,A,=,@EQUIL El Bárbaro del Octágono y El Sabio de Hierro.,"@ZK_C, @ZK_B, @ZK_A","@ZK_D, @ZK_C, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Sabio de Hierro @ZD_TEC y El Sabio de Hierro @ZC_PREC y El Sabio de Hierro @ZR_DEF,
PT+ANT+PNT,El Bárbaro del Octágono,PNT+ANT+AT,El Fénix del Caos,B,=,@EQUIL El Bárbaro del Octágono y El Fénix del Caos.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_B, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Fénix del Caos @ZR_DEF y El Fénix del Caos @ZB_ACT y El Fénix del Caos @ZD_TEC,
PT+ANT+PNT,El Bárbaro del Octágono,PNT+AT+ANT,El Legionario,B,=,@EQUIL El Bárbaro del Octágono y El Legionario.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_D, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Legionario @ZR_DEF y El Legionario @ZD_TEC y El Legionario @ZB_ACT,
PT+ANT+PNT,El Bárbaro del Octágono,PNT+AT+PT,El Centinela de Acero,A,=,@EQUIL El Bárbaro del Octágono y El Centinela de Acero.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_D, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Centinela de Acero @ZR_DEF y El Centinela de Acero @ZD_TEC y El Centinela de Acero @ZC_PREC,
PT+ANT+PNT,El Bárbaro del Octágono,PNT+PT+AT,El Bastión del Ritmo,A,=,@EQUIL El Bárbaro del Octágono y El Bastión del Ritmo.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_C, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Bastión del Ritmo @ZR_DEF y El Bastión del Ritmo @ZC_PREC y El Bastión del Ritmo @ZD_TEC,
PT+ANT+PNT,El Bárbaro del Octágono,PT+ANT+AT,El Constructor del Combate,=,=,@EQUIL El Bárbaro del Octágono y El Constructor del Combate.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_B, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Constructor del Combate @ZC_PREC y El Constructor del Combate @ZB_ACT y El Constructor del Combate @ZD_TEC,
PT+ANT+PNT,El Bárbaro del Octágono,PT+AT+ANT,El Estrangulador Táctico,A,=,@EQUIL El Bárbaro del Octágono y El Estrangulador Táctico.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_D, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Estrangulador Táctico @ZC_PREC y El Estrangulador Táctico @ZD_TEC y El Estrangulador Táctico @ZB_ACT,
PT+ANT+PNT,El Bárbaro del Octágono,PT+AT+PNT,El Táctico Blindado,A,=,@EQUIL El Bárbaro del Octágono y El Táctico Blindado.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_D, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Táctico Blindado @ZC_PREC y El Táctico Blindado @ZD_TEC y El Táctico Blindado @ZR_DEF,
PT+ANT+PNT,El Bárbaro del Octágono,PT+PNT+AT,El Monje de la Jaula,A,=,@EQUIL El Bárbaro del Octágono y El Monje de la Jaula.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_A, @ZK_D",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Monje de la Jaula @ZC_PREC y El Monje de la Jaula @ZR_DEF y El Monje de la Jaula @ZD_TEC,
PT+ANT+PNT,El Bárbaro del Octágono,ANT+PNT+PT,El Ciclón Imparable,B,VL,@VENT_LIG El Ciclón Imparable.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_A, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Ciclón Imparable @ZB_ACT y El Ciclón Imparable @ZR_DEF y El Ciclón Imparable @ZC_PREC,
PT+ANT+PNT,El Bárbaro del Octágono,ANT+PT+PNT,El Gladiador Salvaje,B,=,@EQUIL El Bárbaro del Octágono y El Gladiador Salvaje.,"@ZK_C, @ZK_B, @ZK_A","@ZK_B, @ZK_C, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Gladiador Salvaje @ZB_ACT y El Gladiador Salvaje @ZC_PREC y El Gladiador Salvaje @ZR_DEF,
PT+ANT+PNT,El Bárbaro del Octágono,PNT+ANT+PT,El Martillo de Hierro,B,=,@EQUIL El Bárbaro del Octágono y El Martillo de Hierro.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_B, @ZK_C",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,
PT+ANT+PNT,El Bárbaro del Octágono,PNT+PT+ANT,El Coloso Salvaje,B,=,@EQUIL El Bárbaro del Octágono y El Coloso Salvaje.,"@ZK_C, @ZK_B, @ZK_A","@ZK_A, @ZK_C, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,
PT+ANT+PNT,El Bárbaro del Octágono,PT+ANT+PNT,El Bárbaro del Octágono,=,=,@EQUIL El Bárbaro del Octágono y El Bárbaro del Octágono.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_B, @ZK_A",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,
PT+ANT+PNT,El Bárbaro del Octágono,PT+PNT+ANT,El Titán Silencioso,A,=,@EQUIL El Bárbaro del Octágono y El Titán Silencioso.,"@ZK_C, @ZK_B, @ZK_A","@ZK_C, @ZK_A, @ZK_B",El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,
PT+PNT+ANT,El Titán Silencioso,ANT,El Depredador,B,VA,@VENT_LIG El Depredador.,"@ZK_C, @ZK_A, @ZK_B",@ZK_B,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Depredador @ZB_ACT,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,AT,El Estratega,A,=,@EQUIL El Titán Silencioso y El Estratega.,"@ZK_C, @ZK_A, @ZK_B",@ZK_D,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Estratega @ZD_TEC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,PNT,El Escudo,B,=,@EQUIL El Titán Silencioso y El Escudo.,"@ZK_C, @ZK_A, @ZK_B",@ZK_A,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Escudo @ZR_DEF,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,PT,El Francotirador,A,VL,@VENT_LIG El Titán Silencioso.,"@ZK_C, @ZK_A, @ZK_B",@ZK_C,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Francotirador @ZC_PREC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,ANT+AT,El Vendaval,B,VL,@VENT_LIG El Vendaval.,"@ZK_C, @ZK_A, @ZK_B","@ZK_B, @ZK_D",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Vendaval @ZB_ACT y El Vendaval @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,AT+ANT,El Huracán,B,=,@EQUIL El Titán Silencioso y El Huracán.,"@ZK_C, @ZK_A, @ZK_B","@ZK_D, @ZK_B",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Huracán @ZD_TEC y El Huracán @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,AT+PNT,El Guardián,A,=,@EQUIL El Titán Silencioso y El Guardián.,"@ZK_C, @ZK_A, @ZK_B","@ZK_D, @ZK_A",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Guardián @ZD_TEC y El Guardián @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,AT+PT,El Cirujano,A,=,@EQUIL El Titán Silencioso y El Cirujano.,"@ZK_C, @ZK_A, @ZK_B","@ZK_D, @ZK_C",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Cirujano @ZD_TEC y El Cirujano @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,PNT+AT,El Bastión Técnico,A,=,@EQUIL El Titán Silencioso y El Bastión Técnico.,"@ZK_C, @ZK_A, @ZK_B","@ZK_A, @ZK_D",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,PT+AT,El Maestro del Pulso,A,VL,@VENT_LIG El Titán Silencioso.,"@ZK_C, @ZK_A, @ZK_B","@ZK_C, @ZK_D",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,ANT+PNT,La Bestia,B,VL,@VENT_LIG La Bestia.,"@ZK_C, @ZK_A, @ZK_B","@ZK_B, @ZK_A",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,La Bestia @ZB_ACT y La Bestia @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,ANT+PT,El Castigador,B,VL,@VENT_LIG El Castigador.,"@ZK_C, @ZK_A, @ZK_B","@ZK_B, @ZK_C",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Castigador @ZB_ACT y El Castigador @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,PNT+ANT,El Feral,B,VL,@VENT_LIG El Feral.,"@ZK_C, @ZK_A, @ZK_B","@ZK_A, @ZK_B",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Feral @ZR_DEF y El Feral @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,PT+ANT,El Demoledor Silencioso,B,=,@EQUIL El Titán Silencioso y El Demoledor Silencioso.,"@ZK_C, @ZK_A, @ZK_B","@ZK_C, @ZK_B",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Demoledor Silencioso @ZC_PREC y El Demoledor Silencioso @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+PNT+ANT,El Titán Silencioso,PNT+PT,El Ancla,A,=,@EQUIL El Titán Silencioso y El Ancla.,"@ZK_C, @ZK_A, @ZK_B","@ZK_A, @ZK_C",El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,El Ancla @ZR_DEF y El Ancla @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
