Fighter,Division,division_ranking,Birth_Date,Career_Record,Sig_Strikes_Thrown,Sig_Strikes_Landed,Sig_Strikes_Absorbed,Takedowns_Attempted,Takedowns_Successful,Takedowns_Defended,Sub_Attempts,Sub_Attempts_Defended,Knockdowns,Knockdowns_Received,Control_Time_Seconds,Time_Controlled_Seconds,height_inches,reach_inches,win,loss,draws,win_kotko,win_sub,win_decision,loss_kotko,loss_sub,loss_decision,Fight_Duration_Seconds,significant_strikes_attempted_against,takedowns_attempted_against,takedowns_allowed,submission_attempts_against,Number_of_Fights_36m,Dates_36m,picture_url,ufcstats_url
Ramazan Emeev (Gorets),Catch Weight,,23-05-1987,20-6-0,0,0,0,0,0,0,0,0,0,0,0,0,70,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/abd5fb12437eda21
Niklas Stolze (Green Mask),Catch Weight,,28-12-1992,12-6-0,0,0,0,0,0,0,0,0,0,0,0,0,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/62f7097c04311193
Derek Brunson (The One),Catch Weight,,04-01-1984,23-9-0,0,0,0,0,0,0,0,0,0,0,0,0,73,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Frankie Saenz,Catch Weight,,12-08-1980,13-7-0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/9ba2226646046b63
Vince Cachero (The Anomaly),Catch Weight,,07-11-1989,7-4-0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/ed2a8cc402173781
Omari Akhmedov (Wolverine),Catch Weight,,12-10-1987,21-6-1,0,0,0,0,0,0,0,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/16690d100f995f8f
Darren Stewart (The Dentist),Catch Weight,,30-12-1990,12-8-0 (2 NC),0,0,0,0,0,0,0,0,0,0,0,0,72,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Scott Holtzman (Hot Sauce),Catch Weight,,30-09-1983,14-6-0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/df1eb4354d18a906
Laureano Staropoli (Pepi),Catch Weight,,27-02-1993,9-5-0,0,0,0,0,0,0,0,0,0,0,0,0,73,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Andrew Sanchez (El Dirte),Catch Weight,,08-04-1988,13-7-0,0,0,0,0,0,0,0,0,0,0,0,0,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/fccf811c1e8b01c7
Peter Barrett (Slippery),Catch Weight,,10-08-1986,11-5-0,0,0,0,0,0,0,0,0,0,0,0,0,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/d21113c9ff3788ae
Ali AlQaisi (The Royal Fighter),Catch Weight,,23-09-1990,8-5-0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/e87a13e02c01331d
Daniel Cormier (DC),Catch Weight,,20-03-1979,22-3-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,71,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/d967f0128c323de6
Junior Dos Santos (Cigano),Catch Weight,,30-01-1984,21-9-0,0,0,0,0,0,0,0,0,0,0,0,0,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/63def5a5662a6917
John Dodson (The Magician),Catch Weight,,26-09-1984,22-12-0,0,0,0,0,0,0,0,0,0,0,0,0,63,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/99506df1af6c8b3b
Felice Herrig (Lil Bulldog),Catch Weight,,18-09-1984,14-10-0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/b6850671a008bf9a
Danny Chavez (The Colombian Warrior),Catch Weight,,14-03-1987,11-5-1,0,0,0,0,0,0,0,0,0,0,0,0,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
Livinha Souza (The Brazilian Gangsta),Catch Weight,,11-03-1991,14-4-0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Kai Kamaka (The Fighting Hawaiian),Catch Weight,,05-01-1995,8-4-1,0,0,0,0,0,0,0,0,0,0,0,0,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/eee0ef3e2b14816b
Tony Kelley (Primetime),Catch Weight,,21-01-1987,8-3-0,0,0,0,0,0,0,0,0,0,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2
Frankie Edgar (The Answer),Catch Weight,,16-10-1981,23-11-1,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/f2688492b9a525a3
Mike Rodriguez (Slo Mike),Catch Weight,,28-11-1988,11-7-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,76,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/18b602842a24f7c5
Shana Dobson (Danger),Catch Weight,,30-03-1989,4-5-0,0,0,0,0,0,0,0,0,0,0,0,0,66,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/122ac9b816d8b71c
Dwight Grant (The Body Snatcher),Catch Weight,,14-09-1984,11-6-0,0,0,0,0,0,0,0,0,0,0,0,0,73,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
Jordan Wright (The Beverly Hills Ninja),Catch Weight,,07-10-1991,12-5-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,74,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/c878270af633eb11
Carlton Minus (Clutch),Catch Weight,,26-04-1993,10-3-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/40d8b74488743800
Timur Valiev (Lucky),Catch Weight,,19-01-1990,18-3-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,66,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/45e738622ea2c02c
Trevin Jones (5 Star),Catch Weight,,04-08-1990,13-10-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,67,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/ec23c1be628d8057
Ricardo Lamas (The Bully),Catch Weight,,21-05-1982,20-8-0,0,0,0,0,0,0,0,0,0,0,0,0,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/3974fa35c917af1d
Impa Kasanganay (Tshilobo),Catch Weight,,17-01-1994,9-2-0,0,0,0,0,0,0,0,0,0,0,0,0,71,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/257b0c8d6f199895
Alessio Di Chirico (Manzo),Catch Weight,,12-12-1989,13-7-0,0,0,0,0,0,0,0,0,0,0,0,0,72,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/77d7295d1b22c694
Austin Springer,Catch Weight,,12-05-1987,12-4-0,0,0,0,0,0,0,0,0,0,0,0,0,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/37cc294027f55e4d
Emily Whitmire (Spitfire),Catch Weight,,24-05-1991,4-5-0,0,0,0,0,0,0,0,0,0,0,0,0,65,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb
Mallory Martin,Catch Weight,,29-01-1994,7-5-0,0,0,0,0,0,0,0,0,0,0,0,0,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/19b7738321cfae42
Zelim Imadaev,Catch Weight,,25-01-1995,8-3-0,0,0,0,0,0,0,0,0,0,0,0,0,72,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/7f0f171414d0a287
Bartosz Fabinski (The Butcher),Catch Weight,,26-04-1986,15-5-0,0,0,0,0,0,0,0,0,0,0,0,0,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/e17ac6410c8377f4
Ray Rodriguez (The Judge),Catch Weight,,10-12-1987,16-8-0,0,0,0,0,0,0,0,0,0,0,0,0,67,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/90e0985df05e51bc
Cole Smith (The Cole Train),Catch Weight,,05-04-1989,7-2-0,0,0,0,0,0,0,0,0,0,0,0,0,71,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/56709e66f1c6008f
Alan Patrick (Nuguette),Catch Weight,,19-07-1983,15-4-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,71,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8
Kevin Croom (Crash),Catch Weight,,15-07-1987,21-15-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,71,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/35b3772629e27a49
Roque Martinez,Catch Weight,,04-03-1986,15-8-2,0,0,0,0,0,0,0,0,0,0,0,0,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
Sabina Mazo (Colombian Queen),Catch Weight,,25-03-1997,9-4-0,0,0,0,0,0,0,0,0,0,0,0,0,67,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/70d2329a92864fdb
Justine Kish,Catch Weight,,13-04-1988,7-4-0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
Mirsad Bektic,Catch Weight,,16-02-1991,13-4-0,0,0,0,0,0,0,0,0,0,0,0,0,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Sarah Alpar (Too Sweet),Catch Weight,,01-06-1991,9-6-0,0,0,0,0,0,0,0,0,0,0,0,0,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/49b130de1da2e1bf
Darrick Minner,Catch Weight,,28-04-1990,26-14-0,0,0,0,0,0,0,0,0,0,0,0,0,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/34e516ab361afb1c
TJ Laramie,Catch Weight,,15-10-1997,12-5-0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/cd2e5a390821fb48
Randy Costa (The Zohan),Catch Weight,,06-07-1994,6-4-0,0,0,0,0,0,0,0,0,0,0,0,0,69,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/325ad0dd9126d3df
Andre Ewell (Mr. Highlight),Catch Weight,,21-01-1988,17-9-0,0,0,0,0,0,0,0,0,0,0,0,0,68,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/5f6f049d54728e88
Jerome Rivera (Renegade),Catch Weight,,22-04-1995,10-6-0,0,0,0,0,0,0,0,0,0,0,0,0,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/c9587d81e1d33925
Zubaira Tukhugov (Warrior),Catch Weight,,15-01-1991,20-6-1,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/aceffa19749c4dc0
Brad Riddell (Quake),Catch Weight,,30-09-1991,10-4-0,0,0,0,0,0,0,0,0,0,0,0,0,67,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4
Alex Da Silva (Leko),Catch Weight,,04-02-1996,21-4-0,0,0,0,0,0,0,0,0,0,0,0,0,68,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Diego Sanchez (Nightmare),Catch Weight,,31-12-1981,31-13-0,0,0,0,0,0,0,0,0,0,0,0,0,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/82e7929bf6c2b689
William Knight (Knightmare),Catch Weight,,03-04-1988,11-5-0,0,0,0,0,0,0,0,0,0,0,0,0,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
Juan Espino (El Guapo),Catch Weight,,09-10-1980,11-2-0,0,0,0,0,0,0,0,0,0,0,0,0,75,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/ccf5dc41417e9daf
Jeff Hughes (Lights Out),Catch Weight,,17-05-1988,10-4-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,74,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/6a11e325aa60ad02
Danilo Marques,Catch Weight,,26-12-1985,11-4-0,0,0,0,0,0,0,0,0,0,0,0,0,78,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/687c15b2eddfaa63
Cameron Else (Camchida),Catch Weight,,27-04-1987,10-6-0,0,0,0,0,0,0,0,0,0,0,0,0,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/5f3da9a9610d8969
Dequan Townsend (The Tarantula),Catch Weight,,11-05-1986,21-12-0,0,0,0,0,0,0,0,0,0,0,0,0,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/3f7dab21b6c971bc
Carlos Condit (The Natural Born Killer),Catch Weight,,26-04-1984,32-14-0,0,0,0,0,0,0,0,0,0,0,0,0,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/f9f07bb5a43535ed
Jordan Williams (Bomaye),Catch Weight,,13-10-1990,9-6-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,73,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/e26bd53b751d61d9
Luigi Vendramini (The Italian Stallion),Catch Weight,,16-01-1996,9-3-0,0,0,0,0,0,0,0,0,0,0,0,0,68,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/2f1a257d6777096d
Jessin Ayari,Catch Weight,,31-05-1992,16-6-0,0,0,0,0,0,0,0,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/6eaec40f724852f4
Marlon Moraes (Magic),Catch Weight,,26-04-1988,23-10-1,0,0,0,0,0,0,0,0,0,0,0,0,66,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/fea79f9bc8c68769
Markus Perez (Maluko),Catch Weight,,22-06-1988,12-5-0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/2ac4628c08ec5125
Alan Baudot (The Black Samourai),Catch Weight,,01-02-1988,8-3-0 (2 NC),0,0,0,0,0,0,0,0,0,0,0,0,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/c9a94278df042f46
Tom Breese,Catch Weight,,26-09-1991,12-3-0,0,0,0,0,0,0,0,0,0,0,0,0,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/1588b787bda7b540
KB Bhullar (The Bengal),Catch Weight,,12-10-1991,8-2-0,0,0,0,0,0,0,0,0,0,0,0,0,76,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/9cd047a828dd7515
James Krause (The),Catch Weight,,04-06-1986,28-9-0,0,0,0,0,0,0,0,0,0,0,0,0,74,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/8f6a18831a120817
Claudio Silva (Hannibal),Catch Weight,,06-09-1982,14-4-0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/6f7c616b98e18c29
Thomas Almeida (Thominhas),Catch Weight,,31-07-1991,22-5-0,0,0,0,0,0,0,0,0,0,0,0,0,67,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/2b074403b7c6cdb4
Poliana Botelho,Catch Weight,,15-12-1988,8-5-0,0,0,0,0,0,0,0,0,0,0,0,0,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/5c126c6aac3ef364
Mark Striegl (Mugen),Catch Weight,,23-06-1988,18-4-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Khabib Nurmagomedov (The Eagle),Catch Weight,,20-09-1988,29-0-0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/032cc3922d871c7f
Liliya Shakirova,Catch Weight,,24-10-1991,8-2-0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/f300763147320d12
Stefan Struve (Skyscraper),Catch Weight,,18-02-1988,33-13-0,0,0,0,0,0,0,0,0,0,0,0,0,83,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Alexander Yakovlev (Russian Thunder),Catch Weight,,18-07-1984,24-10-1,0,0,0,0,0,0,0,0,0,0,0,0,75,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/d06f8869449ba7bd
Uriah Hall (Prime Time),Catch Weight,,31-07-1984,18-11-0,0,0,0,0,0,0,0,0,0,0,0,0,72,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/65578a75fa7900e3
Anderson Silva (The Spider),Catch Weight,,14-04-1975,34-11-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,74,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/1f454354805b6f75
Charlie Ontiveros (American Bad Boy),Catch Weight,,04-07-1991,11-9-0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/318572f6f74b760d
Chris Gruetzemacher (Gritz),Catch Weight,,16-06-1986,15-5-0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/feaf00f3373435d6
Victor Rodriguez (Vicious),Catch Weight,,05-09-1992,7-4-0,0,0,0,0,0,0,0,0,0,0,0,0,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/f6e5972c9d16c40e
Jack Marshman (The Hammer),Catch Weight,,19-12-1989,23-10-0,0,0,0,0,0,0,0,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/045f25b3a4c08e81
Cole Williams (Havoc),Catch Weight,,15-12-1983,11-3-0,0,0,0,0,0,0,0,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/f9a20a17d712ef7c
Justin Ledet (El Blanco),Catch Weight,,28-09-1988,9-4-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,76,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
Kevin Natividad (Quicksand),Catch Weight,,02-04-1993,9-4-0,0,0,0,0,0,0,0,0,0,0,0,0,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
Thiago Santos (Marreta),Catch Weight,,07-01-1984,22-11-0,0,0,0,0,0,0,0,0,0,0,0,0,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Khalid Taha (The Warrior),Catch Weight,,15-02-1992,13-5-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,65,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/b4537562f88ac582
Jamey Simmons (The Afro Samurai),Catch Weight,,11-09-1992,7-4-0,0,0,0,0,0,0,0,0,0,0,0,0,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/f0fad0e9f3b65752
Bevon Lewis,Catch Weight,,05-05-1991,7-3-0,0,0,0,0,0,0,0,0,0,0,0,0,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/899923ff6ab13917
Eduardo Garagorri,Catch Weight,,28-05-1989,13-2-0,0,0,0,0,0,0,0,0,0,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/7bde387d50829adf
Anthony Birchak (El Toro),Catch Weight,,16-05-1986,16-8-0,0,0,0,0,0,0,0,0,0,0,0,0,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/c5a126ace82a6025
Paul Felder (The Irish Dragon),Catch Weight,,25-04-1984,17-6-0,0,0,0,0,0,0,0,0,0,0,0,0,71,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/e5010b1b94ca5755
Miranda Granger (Danger),Catch Weight,,13-04-1992,7-3-0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/7559395ad833c074
Geraldo de Freitas (Spartan),Catch Weight,,30-09-1991,12-6-0,0,0,0,0,0,0,0,0,0,0,0,0,67,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Alan Jouban (Brahma),Catch Weight,,25-11-1981,17-7-0,0,0,0,0,0,0,0,0,0,0,0,0,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/cf65d56b0755ed3b
Sasha Palatnikov,Catch Weight,,15-03-1989,6-4-0,0,0,0,0,0,0,0,0,0,0,0,0,73,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/a6c20202c701e5ca
Louis Cosce,Catch Weight,,27-08-1995,7-2-0,0,0,0,0,0,0,0,0,0,0,0,0,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
Anderson Dos Santos (Berinja),Catch Weight,,24-07-1985,21-9-0,0,0,0,0,0,0,0,0,0,0,0,0,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/bbc9ab95fa766493
Rachael Ostovich,Catch Weight,,25-02-1991,4-6-0,0,0,0,0,0,0,0,0,0,0,0,0,63,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/01784fbc27c68b14
Luke Sanders (Cool Hand),Catch Weight,,12-12-1985,13-5-0,0,0,0,0,0,0,0,0,0,0,0,0,66,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/96428b9e9bd048ea
John Allan,Catch Weight,,22-02-1993,13-7-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,73,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/6ebe96a116e79e52
Matt Wiman,Catch Weight,,19-09-1983,16-10-0,0,0,0,0,0,0,0,0,0,0,0,0,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/eb29176b03dfa888
Jacare Souza,Catch Weight,,07-12-1979,26-10-0 (1 NC),0,0,0,0,0,0,0,0,0,0,0,0,73,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/7a703c565ccaa18f
Antonio Arroyo,Catch Weight,,01-07-1989,9-5-0,0,0,0,0,0,0,0,0,0,0,0,0,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
Wu Yanan (Mulan),Catch Weight,,18-04-1996,13-6-0,0,0,0,0,0,0,0,0,0,0,0,0,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/fdbefee0827e1567
David Zawada (Sagat),Catch Weight,,01-08-1990,17-7-0,0,0,0,0,0,0,0,0,0,0,0,0,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
Jacob Kilburn (The Killer),Catch Weight,,28-06-1995,8-4-0,0,0,0,0,0,0,0,0,0,0,0,0,69,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/637bd06c32219f0b
Vinicius Moreira (Mamute),Catch Weight,,28-02-1989,9-5-0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/acb36c908d415c4a
Gaetano Pirrello (El Tigre),Catch Weight,,29-04-1992,15-7-1,0,0,0,0,0,0,0,0,0,0,0,0,67,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,http://ufcstats.com/fighter-details/8765559b6a29a421
