Tipo_Encuentro,Codigo_A,Apodo_A,Score_AT_A,Score_ANT_A,Score_PT_A,Score_PNT_A,Codigo_B,Apodo_B,Score_AT_B,Score_ANT_B,Score_PT_B,Score_PNT_B,Delta_BASE_ponderado,Dominante,Intensidad,Prediccion_Breve,Zona_Clave,Tactica_A,Tactica_B,Descripcion_Choque
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PNT+PT+ANT,El Coloso Salvaje,0.0,0.2,0.3,0.5,-0.001,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Coloso Salvaje.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de acción, Zona de control, Zona de búsqueda",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Coloso Salvaje se mantendrá defensivo en zona retrasada y El Coloso Salvaje esperará en zona de control con precisión y El Coloso Salvaje presionará desde la zona de búsqueda con actividad,"Choque entre El Bárbaro del Octágono y El Coloso Salvaje, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el coloso salvaje se mantendrá defensivo en zona retrasada y el coloso salvaje esperará en zona de control con precisión y el coloso salvaje presionará desde la zona de búsqueda con actividad."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,-0.0,Parejo,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Bárbaro del Octágono.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de control, Zona de búsqueda, Zona de acción",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,"Choque entre El Bárbaro del Octágono y El Bárbaro del Octágono, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,0.012,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Titán Silencioso.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de control, Zona de acción, Zona de búsqueda",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,"Choque entre El Bárbaro del Octágono y El Titán Silencioso, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad."
Triple vs Basico,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,ANT,El Depredador,0.0,1.0,0.0,0.0,-0.13,B,Ventaja amplia B,Ligera ventaja para El Depredador.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de búsqueda",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Depredador presionará desde la zona de búsqueda con actividad,"Choque entre El Titán Silencioso y El Depredador, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el depredador presionará desde la zona de búsqueda con actividad."
Triple vs Basico,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,AT,El Estratega,1.0,0.0,0.0,0.0,0.02,A,Parejo,Combate equilibrado entre El Titán Silencioso y El Estratega.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de decisión",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Estratega buscará imponer técnica en zona de decisión,"Choque entre El Titán Silencioso y El Estratega, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el estratega buscará imponer técnica en zona de decisión."
Triple vs Basico,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,PNT,El Escudo,0.0,0.0,0.0,1.0,-0.005,B,Parejo,Combate equilibrado entre El Titán Silencioso y El Escudo.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de acción",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Escudo se mantendrá defensivo en zona retrasada,"Choque entre El Titán Silencioso y El Escudo, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el escudo se mantendrá defensivo en zona retrasada."
Triple vs Basico,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,PT,El Francotirador,0.0,0.0,1.0,0.0,0.055,A,Ventaja ligera A,Ligera ventaja para El Titán Silencioso.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de control",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Francotirador esperará en zona de control con precisión,"Choque entre El Titán Silencioso y El Francotirador, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el francotirador esperará en zona de control con precisión."
Triple vs Dual,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,ANT+AT,El Vendaval,0.4,0.6,0.0,0.0,-0.07,B,Ventaja ligera B,Ligera ventaja para El Vendaval.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de búsqueda, Zona de decisión",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Vendaval presionará desde la zona de búsqueda con actividad y El Vendaval buscará imponer técnica en zona de decisión,"Choque entre El Titán Silencioso y El Vendaval, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el vendaval presionará desde la zona de búsqueda con actividad y el vendaval buscará imponer técnica en zona de decisión."
Triple vs Dual,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,AT+ANT,El Huracán,0.6,0.4,0.0,0.0,-0.04,B,Parejo,Combate equilibrado entre El Titán Silencioso y El Huracán.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de decisión, Zona de búsqueda",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Huracán buscará imponer técnica en zona de decisión y El Huracán presionará desde la zona de búsqueda con actividad,"Choque entre El Titán Silencioso y El Huracán, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el huracán buscará imponer técnica en zona de decisión y el huracán presionará desde la zona de búsqueda con actividad."
Triple vs Dual,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,AT+PNT,El Guardián,0.6,0.0,0.0,0.4,0.01,A,Parejo,Combate equilibrado entre El Titán Silencioso y El Guardián.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de decisión, Zona de acción",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Guardián buscará imponer técnica en zona de decisión y El Guardián se mantendrá defensivo en zona retrasada,"Choque entre El Titán Silencioso y El Guardián, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el guardián buscará imponer técnica en zona de decisión y el guardián se mantendrá defensivo en zona retrasada."
Triple vs Dual,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,0.034,A,Parejo,Combate equilibrado entre El Titán Silencioso y El Cirujano.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de decisión, Zona de control",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,"Choque entre El Titán Silencioso y El Cirujano, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión."
Triple vs Dual,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,PNT+AT,El Bastión Técnico,0.4,0.0,0.0,0.6,0.005,A,Parejo,Combate equilibrado entre El Titán Silencioso y El Bastión Técnico.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de acción, Zona de decisión",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Bastión Técnico se mantendrá defensivo en zona retrasada y El Bastión Técnico buscará imponer técnica en zona de decisión,"Choque entre El Titán Silencioso y El Bastión Técnico, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el bastión técnico se mantendrá defensivo en zona retrasada y el bastión técnico buscará imponer técnica en zona de decisión."
Triple vs Dual,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,PT+AT,El Maestro del Pulso,0.4,0.0,0.6,0.0,0.041,A,Ventaja ligera A,Ligera ventaja para El Titán Silencioso.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de control, Zona de decisión",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,El Maestro del Pulso esperará en zona de control con precisión y El Maestro del Pulso buscará imponer técnica en zona de decisión,"Choque entre El Titán Silencioso y El Maestro del Pulso, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras el maestro del pulso esperará en zona de control con precisión y el maestro del pulso buscará imponer técnica en zona de decisión."
Triple vs Dual,PT+PNT+ANT,El Titán Silencioso,0.0,0.2,0.5,0.3,ANT+PNT,La Bestia,0.0,0.6,0.0,0.4,-0.08,B,Ventaja ligera B,Ligera ventaja para La Bestia.,"Claves en Zona de control, Zona de acción, Zona de búsqueda vs Zona de búsqueda, Zona de acción",El Titán Silencioso esperará en zona de control con precisión y El Titán Silencioso se mantendrá defensivo en zona retrasada y El Titán Silencioso presionará desde la zona de búsqueda con actividad,La Bestia presionará desde la zona de búsqueda con actividad y La Bestia se mantendrá defensivo en zona retrasada,"Choque entre El Titán Silencioso y La Bestia, donde el titán silencioso esperará en zona de control con precisión y el titán silencioso se mantendrá defensivo en zona retrasada y el titán silencioso presionará desde la zona de búsqueda con actividad mientras la bestia presionará desde la zona de búsqueda con actividad y la bestia se mantendrá defensivo en zona retrasada."
